_id,itemMasterRef,selectedItemMaster[0]._id,selectedItemMaster[0].itemType,selectedItemMaster[0].itemDescription,selectedItemMaster[0].itemFqInMonths,selectedItemMaster[0].calAlertInDay,selectedItemMaster[0].status,selectedItemMaster[0].__v,isItemMaster,itemAddMasterName,itemPlant,itemIMTENo,itemType,itemRangeSize,itemRangeSizeUnit,itemMFRNo,itemLC,itemLCUnit,itemMake,itemModelNo,itemStatus,itemReceiptDate,itemDepartment,itemCurrentLocation,itemArea,itemPlaceOfUsage,itemCalFreInMonths,itemCalAlertDays,itemCalibrationSource,itemCalibrationDoneAt,itemItemMasterName,itemUncertainity,itemUncertainityUnit,itemPrevCalData,itemCalDate,itemDueDate,itemCalibratedAt,itemCertificateName,itemCertificateNo,itemPartName[0],itemPartName[1],itemOBType,acceptanceCriteria[0]._id,acceptanceCriteria[0].acWearLimitPS,itemCreatedBy,createdAt,updatedAt,__v,itemLocation,itemLastLocation
65a2305c71e89d86427d1bd5,Torque Wrench,,,,,,,,,Torque Wrench,Plant-2,SBC2/TW/006,variable,1 to 5,Nm,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Production,N/A,N/A,6,7,outsource,,,,,,Wed Oct 04 2023 23:59:50 GMT+0530 (India Standard Time),Wed Apr 03 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0236-96,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bd7,Surface Plate,,,,,,,,,Surface Plate,Plant-2,SBC2-SFT-09,referenceStandard,1000x1000,mm,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Wed Dec 13 2023 23:59:50 GMT+0530 (India Standard Time),Thu Dec 12 2024 23:59:50 GMT+0530 (India Standard Time),Alfa Tools,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bd9,2D Height Gauge,,,,,,,,,2D Height Gauge,Plant-2,SBC-2DHG-01,variable,0-600,mm,-,0.0001,mm,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Fri Oct 13 2023 23:59:50 GMT+0530 (India Standard Time),Sat Oct 12 2024 23:59:50 GMT+0530 (India Standard Time),Trimaster Metrology,,TMM-23/24-0740,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bd6,Surface Plate,,,,,,,,,Surface Plate,Plant-2,SBC-SFT-04,referenceStandard,630x630,mm,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Sun Aug 06 2023 23:59:50 GMT+0530 (India Standard Time),Mon Aug 05 2024 23:59:50 GMT+0530 (India Standard Time),Alfa Tools,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bd8,Surface Plate,,,,,,,,,Surface Plate,Plant-2,SBC-SFT-02-1,referenceStandard,1000x1000,mm,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Line,N/A,N/A,12,7,outsource,,,,,,Thu Mar 02 2023 23:59:50 GMT+0530 (India Standard Time),Fri Mar 01 2024 23:59:50 GMT+0530 (India Standard Time),Alfa Tools,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bda,2D Height Gauge,,,,,,,,,2D Height Gauge,Plant-2,SBC-2DHG-05,variable,0-700,mm,15841304,0.0001,mm,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Line,N/A,N/A,12,7,outsource,,,,,,Fri Dec 15 2023 23:59:50 GMT+0530 (India Standard Time),Sat Dec 14 2024 23:59:50 GMT+0530 (India Standard Time),Trimaster Metrology,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bdb,CMM,,,,,,,,,CMM,Plant-2,SBC2-CMM-2,variable,,,885,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Tue Mar 21 2023 23:59:50 GMT+0530 (India Standard Time),Wed Mar 20 2024 23:59:50 GMT+0530 (India Standard Time),Accurate Gauging and Instruments,,AGIPL/885/2023,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bdc,Weighing Balance,,,,,,,,,Weighing Balance,Plant-2,2020515,variable,100,kg,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Sun Mar 26 2023 23:59:50 GMT+0530 (India Standard Time),Mon Mar 25 2024 23:59:50 GMT+0530 (India Standard Time),GIRI Brothers,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bde,Lux Meter,,,,,,,,,Lux Meter,Plant-2,SBC2-LM-01,variable,,,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Wed Feb 08 2023 23:59:50 GMT+0530 (India Standard Time),Wed Feb 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-02-23/ATL/0348-01,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be0,Bevel Protractor,,,,,,,,,Bevel Protractor,Plant-2,SBC-BP-001,variable,0-360,°,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Wed Feb 08 2023 23:59:50 GMT+0530 (India Standard Time),Wed Feb 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-02-23/ATL/0348-02,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bdd,Weighing Balance,,,,,,,,,Weighing Balance,Plant-2,1920495,variable,500,kg,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Sun Mar 26 2023 23:59:50 GMT+0530 (India Standard Time),Mon Mar 25 2024 23:59:50 GMT+0530 (India Standard Time),GIRI Brothers,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bdf,Ultrosonic Gauge,,,,,,,,,Ultrosonic Gauge,Plant-2,SBCK-UTG-002,variable,,,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Tue Feb 07 2023 23:59:50 GMT+0530 (India Standard Time),Tue Feb 06 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-02-23/ATL/0348-01,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be1,Roughness Tester,,,,,,,,,Roughness Tester,Plant-2,SBCK-RT-002,variable,9.48,um,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,12,7,outsource,,,,,,Thu Feb 16 2023 23:59:50 GMT+0530 (India Standard Time),Thu Feb 15 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be2,Cast Iron Weights,,,,,,,,,Cast Iron Weights,Plant-2,SBC2/WCI/001,referenceStandard,20,kg,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Fri Sep 01 2023 23:59:50 GMT+0530 (India Standard Time),Sat Aug 31 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-08-23/ATL/3198-01,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be3,Cast Iron Weights,,,,,,,,,Cast Iron Weights,Plant-2,SBC2/WCI/002,referenceStandard,20,kg,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,12,7,outsource,,,,,,Mon May 15 2023 23:59:50 GMT+0530 (India Standard Time),Tue May 14 2024 23:59:50 GMT+0530 (India Standard Time),GIRI Brothers,,,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be8,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/OTB/1400/4,attribute,10.00/10.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Line,N/A,N/A,6,7,outsource,,,,,,Mon Oct 02 2023 23:59:50 GMT+0530 (India Standard Time),Mon Apr 01 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0233-12,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be4,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/143/1,attribute,20.80/21.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-86,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bc8,External Micrometer,,,,,,,,,External Micrometer,Plant-2,SBC2/MM/023,variable,0-25,mm,-,,,-,-,Active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Quality,N/A,N/A,6,7,outsource,,,,,,Wed Oct 04 2023 23:59:50 GMT+0530 (India Standard Time),Wed Apr 03 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0236-104,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be7,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/240/3,attribute,16.20/16.40,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-85,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1be9,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/81/4,attribute,14.30/14.70,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-78,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bea,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/304/2,attribute,8.001/8.125,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-74,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bec,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/136/3,attribute,15.60/15.90,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-81,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bed,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/189/1,attribute,7.95/8.02,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-68,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bee,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/171/3,attribute,4.763/4.788,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-71,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bef,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/124/3,attribute,6.70/6.90,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-03,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bf1,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/136/2,attribute,4.80/5.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-70,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bf2,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/189/3,attribute,7.95/8.02,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-72,,,,,,,2024-01-13,2024-01-13,0,department,Quality
65a2305c71e89d86427d1bf3,65a1236bc70230ea4df8ccab,,,,,,,,,Plain Plug Gauge,Plant2,SBC2/PG/CH/846/3,attribute,5.00/5.20,mm,-,,,-,-,active,Wed Jan 10 2024 23:59:50 GMT+0530 (India Standard Time),Quality,Sample,N/A,N/A,6,7,outsource,,,,,,Sun Oct 08 2023 23:59:50 GMT+0530 (India Standard Time),Sun Apr 07 2024 23:59:50 GMT+0530 (India Standard Time),Perfect Calibration Centre Pvt.Ltd.,,PC-10-23/ATM/0222-69,,,,,,,2024-01-13,2024-01-13,0,department,Quality
